85093,51665,50677
71373,13814,10896
52484,16414,4791
4706,30626,98018
30473,49287,64819
69175,64297,71985
49295,97893,38079
23709,56524,55810
55664,31456,4054
20325,65548,87826
24536,75865,19437
36818,23641,21067
36036,87271,38608
96046,50754,12757
23823,96664,52277
33195,82975,20038
90218,5362,10457
12349,27314,21046
69560,61212,12013
49947,20465,80780
59058,4262,66825
89102,56955,11140
42897,29976,21444
83088,41526,71767
96596,83397,42020
45255,72374,9830
42041,3081,55933
14079,12305,82329
59208,43570,61360
86497,66962,25698
31200,26420,36271
9783,5473,44982
73062,69203,39761
15801,95640,33236
58564,40561,55039
35895,73455,57218
52426,16185,80314
16370,3694,92048
85923,35342,18834
28124,92554,19053
20909,77343,56960
58755,47466,58196
12624,20048,91488
25862,52671,90928
23675,56871,69012
30552,31354,26773
10543,86215,39164
59606,91198,96832
84249,40666,55059
88113,84667,41938
92,70112,8676
27127,10552,49861
58165,2830,38055
68362,69581,19269
67114,5900,96964
11077,68241,86127
25178,1759,72706
56819,6870,78183
41787,62896,78285
10300,69982,30107
79767,40378,78417
90547,43700,72573
69914,44344,62127
42277,31074,26054
68380,53341,55931
35465,61224,15213
8445,76885,29586
49675,42099,275
53373,34345,10584
43456,27626,6245
66748,74609,88963
20409,92293,35475
84496,85113,89034
91385,72852,24344
6565,27207,57455
29695,70021,57208
35418,95981,96037
80419,77431,8296
62213,45328,99571
91652,94365,43181
26202,9122,1843
27399,92062,19752
71262,27706,73378
85656,96756,56871
43611,58194,5170
81070,4505,19014
29433,72758,71719
3183,95681,88918
84953,72144,49387
14147,42457,24808
34192,94133,20792
59730,12216,22993
63069,11749,35742
70014,97446,47123
33478,65592,65972
84706,97616,60604
99727,21883,64846
21570,6495,46185
90959,89608,42649
52253,67192,73309
11663,12847,10542
43726,71517,58358
50714,78469,85425
45928,4777,56235
21849,73929,75733
23525,96867,55026
83179,52340,64955
69074,59446,37287
52295,1091,51688
69013,3411,37872
13718,89873,79525
65556,57604,29006
22114,28538,46899
14868,33266,84280
35413,31197,45294
8420,98681,70190
64152,67324,32288
17587,97553,11282
41188,96687,80868
38611,57869,91043
17931,10132,71749
42526,74662,33079
46704,87265,29961
95265,43250,96175
68679,83223,43727
49468,27841,14258
26467,11091,696
11761,23270,14947
99083,48312,75450
11197,47188,22638
30289,98920,67370
57660,71825,37809
49063,48724,88866
52979,5880,27663
56772,35876,4999
71284,57489,82951
40954,86770,20483
80226,56980,73647
23242,34177,38738
47726,8078,10989
4491,29522,17746
90920,43291,44150
18202,81423,48700
54992,6524,91072
13700,96098,15981
21097,86099,72479
50465,27287,89815
40240,55523,82688
42216,44816,63135
91365,1533,2939
8822,71661,60338
38056,90928,19953
24861,77879,27689
54611,37650,62783
24366,16517,79583
93763,23287,4313
31717,25392,8365
57096,57909,22157
33822,67330,43978
93188,56864,35442
71270,80764,65162
33489,23689,40157
92933,66962,3313
33193,31394,45617
25737,93829,29326
50255,61125,72692
92763,12647,98773
47963,76427,80050
23874,4417,86983
79515,76346,40555
14633,16017,98269
8423,76528,63252
92986,22255,96418
38162,3685,73923
89345,86226,49686
26211,44246,13314
24738,8729,97977
38647,39763,612
1480,15808,43950
6576,98544,386
62543,1858,49992
98900,8653,35265
67381,17400,36094
43384,57792,3705
3473,46059,91640
94041,87219,65188
90940,79257,78643
17518,46673,65476
18003,27583,10270
12812,83401,24815
95295,6269,27966
35692,54516,50585
68665,30708,15884
48113,26780,65613
91761,71525,61340
94085,66592,92042
43556,72163,82821
99898,8267,53787
32594,5080,65414
34015,24785,19464
384,3754,16260
61590,19329,71986
47118,73492,35999
90898,86149,10163
28869,4742,79171
85440,32884,30175
49141,1341,38156
61237,42779,83331
461,99383,69452
12912,85405,13499
69718,26333,62107
87910,64238,8818
83886,71564,20071
95398,75920,78382
77077,20139,34287
38760,69414,76351
1189,73134,67807
42218,49173,59961
40309,33397,97379
38407,60061,652
17619,8066,76667
43839,22626,28376
56266,50705,76047
44664,98390,40615
19502,68375,63974
28016,88299,37285
22106,77103,79564
90558,41932,51174
342,41977,41136
20975,49410,99662
57028,58281,90545
8013,96692,1013
69355,17825,13478
16149,40220,68895
23482,91557,67958
40362,77700,35124
53860,27923,63237
63423,93212,88806
59314,29853,70940
94718,81683,76690
19938,99061,18448
46805,58667,1418
75142,15789,80495
34650,34425,98553
46045,97766,35374
34100,32056,41359
27216,10575,94958
67399,13367,43554
54226,63477,40400
43050,53029,40588
46937,68763,18207
61894,30849,12405
43394,54298,4846
15261,59517,73560
73650,58444,32318
24476,71720,33717
54176,11858,72749
72354,39196,46231
2755,37728,19101
44974,21934,60070
588,38731,59040
46984,30640,12068
90953,54658,18365
13398,22421,68352
43922,62940,82364
58652,6162,58990
67336,46229,99
35908,16137,92676
97989,5178,36374
10536,28560,20707
51080,50256,98263
47429,26128,25784
86891,88507,44846
40412,97882,32557
9508,87556,38851
11586,94029,9034
26712,87221,20065
18030,18575,10215
88570,2033,1938
37139,45967,46131
91685,27166,11164
36189,59954,90318
55026,62279,27540
23236,91742,12360
92326,79315,73223
73956,93367,5316
43590,93171,57580
42477,71996,63123
9167,50421,89831
10104,46552,33796
82827,80545,26198
72099,25983,91053
85480,78510,39511
52092,38532,97203
38446,51889,22749
70237,93807,18114
698,96080,86079
2406,6362,70053
24517,37469,97768
51920,10925,42821
54575,83553,21911
37089,61560,67654
81127,97946,99753
64645,99468,97280
25975,26691,43928
6723,47693,52455
74894,34920,69095
16734,63455,59403
97702,93013,369
91656,92751,53741
33698,88280,60927
23772,12309,76385
4306,74602,54902
36732,81329,83428
74587,19917,33640
66099,1609,76591
14536,54293,74665
9952,91694,8954
55596,59893,26710
28284,54401,41327
42561,53293,83387
1224,10290,79291
17216,14578,95918
78671,58020,99476
46797,4708,12163
6341,61189,90721
84129,67016,65945
50378,32965,77761
18654,49529,10662
16169,1995,7502
45519,60511,36802
18540,16556,91029
35053,25375,71497
79904,15112,53789
38936,50959,36924
99268,94144,84912
13260,26387,36516
11689,75049,74318
16467,89353,97320
20699,80399,31881
98726,16625,34506
52088,3135,92728
19338,7159,33989
95729,73145,91870
7897,65794,26492
80171,78015,11669
69577,98939,66899
23732,1178,89754
69677,81161,33384
3082,87075,25224
28094,51455,5763
75174,83361,8725
95204,87493,80197
55563,49319,11499
98165,58733,69989
90838,17266,75030
84507,49949,27363
77531,65822,93960
48907,69311,2697
29328,41291,30973
55208,78011,221
16330,52257,40488
62278,83825,3601
50259,84040,18515
35424,25623,12071
44844,30386,41877
27539,58292,89569
30330,30718,64076
2777,28613,22964
23370,47384,12058
87948,72330,82881
30695,26215,46745
79299,29233,81853
70530,20352,56747
31687,16664,59102
80719,30694,46834
17848,96625,67936
55049,65405,70562
48025,82265,1531
74107,97562,53217
97133,42988,7579
36975,69171,7729
17222,92877,15138
22218,78893,24249
75853,5497,19355
4670,45074,26026
25413,98030,5230
29465,5539,41896
15948,34192,74123
40780,40161,96096
72031,8930,29492
10003,1999,71593
46843,40695,94037
95735,79070,37964
54383,74315,68696
50026,88636,89234
41870,62743,95648
93485,97246,81113
7548,28590,16645
48746,11712,30737
78964,52290,7003
84249,434,55735
87480,72277,41319
74331,26535,82939
69064,4085,57150
50409,53211,33770
10229,16014,40262
19597,63355,28884
16340,37444,88939
97245,44337,12525
15764,80801,22267
61645,61054,25086
55811,50150,41949
28436,54597,29745
20930,6157,92448
58602,94693,71574
77900,97538,27991
11228,12330,915
14365,76536,37910
69589,70976,5512
16164,94261,47181
61699,21471,61621
35168,61878,80038
50964,50198,86687
92309,38900,32638
18392,10814,30065
86189,71761,38507
22086,67572,63910
52186,16375,57290
6385,95201,90635
62621,82831,32540
65518,13705,29365
78600,82507,54244
69730,59420,56714
93284,51599,56924
87551,86640,502
13636,74907,79321
19532,79563,63829
2412,9364,76916
31683,53831,50068
90894,98059,93115
15187,78749,27319
24431,20407,246
46299,71487,44965
